id_estudiante,Semestre,Comunicacion Oral y Escrita,"Etica, Identidad y Profesion",Desafios Eticos Contemporaneos
00680310,10,5,10,8.5
00068041,1,8.1,7.5,8.0
00068042,2,5.6,9.8,9.0
00068043,3,5,10,8.3
00068044,4,10,10,5
00068045,5,10,10,10
00068046,6,7.4,5,7.8
00068047,7,5.6,10,8.0
00068048,8,7.7,8.4,7.2
00068049,9,9.0,7.9,5.6
00680410,10,6.7,8.8,5.4
00068051,1,5,8.9,9.1
00068052,2,7.5,5,6.7
00068053,3,7.6,5.6,10
00068054,4,10,5,9.9
00068055,5,10,6.2,10
00068056,6,10,7.4,6.8
00068057,7,8.4,5.8,5
00068058,8,5,5.1,10
00068059,9,10,5.5,10
00680510,10,9.4,9.9,8.0
00068061,1,9.2,5,9.2
00068062,2,7.5,6.1,10
00068063,3,8.4,10,6.0
00068064,4,9.1,5,6.0
00068065,5,5,6.0,7.3
00068066,6,5,9.3,6.2
00068067,7,5,5,5.6
00068068,8,7.9,7.9,7.0
00068069,9,8.2,10,5
00680610,10,7.5,10,10
00068071,1,5.5,10,6.4
00068072,2,5.2,8.2,10
00068073,3,10,8.2,10
00068074,4,7.6,7.1,9.9
00068075,5,10,5,7.8
00068076,6,10,10,9.4
00068077,7,7.4,10,9.4
00068078,8,8.2,9.5,5.1
00068079,9,6.3,10,6.1
00680710,10,6.0,6.7,7.3
00068081,1,8.3,10,8.1
00068082,2,10,5,5
00068083,3,5,8.0,10
00068084,4,6.9,6.1,6.3
00068085,5,6.9,7.4,10
00068086,6,10,5,10
00068087,7,5,10,5
00068088,8,7.7,7.9,9.2
00068089,9,10,10,7.8
00680810,10,6.0,7.4,5
00068091,1,5,5,7.9
00068092,2,5,10,7.9
00068093,3,5,9.8,5
00068094,4,10,8.0,9.9
00068095,5,5,5,9.1
00068096,6,8.6,10,7.4
00068097,7,10,10,10
00068098,8,10,9.3,7.6
00068099,9,10,7.1,7.9
00680910,10,6.3,5.2,10
00068101,1,10,5.3,10
00068102,2,6.0,5,5
00068103,3,9.0,5,9.4
00068104,4,10,8.2,5
00068105,5,6.2,9.1,8.8
00068106,6,10,9.7,9.8
00068107,7,6.9,10,7.7
00068108,8,8.0,8.0,5
00068109,9,7.4,9.3,10
00681010,10,7.4,5,10
00068111,1,7.9,7.6,5
00068112,2,5,7.4,10
00068113,3,8.8,5,5
00068114,4,10,10,5
00068115,5,10,5,8.6
00068116,6,9.7,9.4,9.8
00068117,7,7.2,5,10
00068118,8,5,5,9.8
00068119,9,7.4,6.9,10
00681110,10,10,10,10
00068121,1,7.4,8.0,10
00068122,2,6.0,10,10
00068123,3,5,8.3,5
00068124,4,5,10,10
00068125,5,10,9.4,8.6
00068126,6,8.3,5.1,10
00068127,7,8.2,7.6,7.0
00068128,8,7.9,5.2,10
00068129,9,7.1,6.4,10
00681210,10,5,8.6,8.4
00068131,1,8.2,6.7,5.6
00068132,2,10,10,10
00068133,3,9.4,7.4,8.5
00068134,4,5.6,8.5,8.3
00068135,5,8.9,8.4,7.8
00068136,6,10,10,5
00068137,7,5,8.0,5
00068138,8,9.8,5.1,8.0
00068139,9,10,9.9,10
00681310,10,7.1,5,6.6
00068141,1,5.7,10,5
00068142,2,6.5,9.9,7.0
00068143,3,10,5,5
00068144,4,9.7,10,9.5
00068145,5,10,10,7.6
00068146,6,10,10,10
00068147,7,5,7.8,10
00068148,8,9.2,7.7,7.1
00068149,9,8.6,10,10
00681410,10,5.4,10,6.9
00068151,1,5,10,7.8
00068152,2,10,5,10
00068153,3,7.1,7.3,10
00068154,4,8.3,6.5,9.9
00068155,5,5.7,5,7.0
00068156,6,10,10,9.7
00068157,7,5,10,9.4
00068158,8,10,6.0,10
00068159,9,5,6.4,7.8
00681510,10,5,9.5,7.8
00068161,1,6.2,5,5
00068162,2,8.0,10,8.5
00068163,3,5,7.3,9.9
00068164,4,8.8,10,8.5
00068165,5,7.8,7.7,8.6
00068166,6,7.5,5,10
00068167,7,9.6,5.7,10
00068168,8,7.4,10,8.3
00068169,9,6.7,7.8,6.6
00681610,10,9.0,8.8,5.3
00068171,1,8.4,10,8.6
00068172,2,7.3,10,5.2
00068173,3,9.2,8.9,9.1
00068174,4,9.3,5.6,9.8
00068175,5,5.1,5,7.7
00068176,6,10,7.1,7.3
00068177,7,9.6,9.2,10
00068178,8,5,5.7,6.1
00068179,9,5,10,5
00681710,10,9.4,9.0,8.2
00068181,1,9.0,6.4,10
00068182,2,10,5,5
00068183,3,5.2,10,9.6
00068184,4,5,10,5.1
00068185,5,7.3,7.1,10
00068186,6,5,7.1,7.4
00068187,7,9.8,5,10
00068188,8,7.9,5,9.3
00068189,9,7.9,10,9.7
00681810,10,7.5,6.3,9.4
00068191,1,5,8.1,10
00068192,2,5.4,7.8,7.2
00068193,3,10,5.0,10
00068194,4,10,7.3,6.6
00068195,5,10,5,7.6
00068196,6,5,8.4,10
00068197,7,10,10,5.5
00068198,8,10,7.9,8.8
00068199,9,10,9.8,10
00681910,10,5.3,8.9,7.1
00068201,1,10,7.9,6.1
00068202,2,5.8,10,6.2
00068203,3,5.8,10,5
00068204,4,6.6,6.6,5
00068205,5,5,5.2,10.0
00068206,6,9.7,5,8.0
00068207,7,9.4,5,10
00068208,8,7.0,9.1,7.6
00068209,9,5.9,10,8.7
00682010,10,9.6,10,6.5
00068211,1,7.0,6.1,10
00068212,2,7.2,5,6.1
00068213,3,10,10,5
00068214,4,10,10,8.7
00068215,5,5,9.1,8.3
00068216,6,7.5,9.6,8.8
00068217,7,6.3,5,5
00068218,8,8.6,5.1,5.5
00068219,9,5,10,8.7
00682110,10,5.2,5.7,5
00068221,1,5,5,6.4
00068222,2,5.9,5.4,7.1
00068223,3,7.4,7.2,7.1
00068224,4,5,10,10
00068225,5,10,9.4,10
00068226,6,10,8.5,6.5
00068227,7,10,10,5.9
00068228,8,5,10.0,10
00068229,9,7.5,6.2,5
00682210,10,9.8,7.2,8.1
00068231,1,10,8.6,7.2
00068232,2,9.6,5.7,10
00068233,3,10,9.5,8.6
00068234,4,7.5,6.7,8.0
00068235,5,10,8.2,10
00068236,6,6.1,8.0,10
00068237,7,7.0,5,5
00068238,8,10,5,8.2
00068239,9,6.5,8.6,9.5
00682310,10,6.4,5,8.9
00068241,1,7.5,8.2,7.0
00068242,2,10,10,10
00068243,3,5.7,9.2,7.8
00068244,4,7.9,7.9,5.4
00068245,5,8.4,7.5,5.3
00068246,6,5,9.3,9.1
00068247,7,7.3,5.1,10
00068248,8,7.4,10,10
00068249,9,6.8,10,8.5
00682410,10,7.2,9.7,7.8
00068251,1,9.9,10,10
00068252,2,8.7,10,8.7
00068253,3,10,6.4,9.7
00068254,4,8.8,7.9,5
00068255,5,10,5,10
00068256,6,9.6,5.9,10.0
00068257,7,7.9,7.9,7.8
00068258,8,10,7.7,10
00068259,9,7.5,8.0,5
00682510,10,9.4,10.0,6.9
00068261,1,6.9,6.6,5
00068262,2,6.2,5.7,8.3
00068263,3,10,5,5.5
00068264,4,8.8,10,10
00068265,5,10,10,10
00068266,6,5,8.2,9.4
00068267,7,5,9.6,7.8
00068268,8,6.2,7.1,10
00068269,9,8.9,9.0,7.6
00682610,10,5,10,10
00068271,1,6.4,5,8.1
00068272,2,5.9,5.4,5.6
00068273,3,9.7,7.8,6.6
00068274,4,8.4,5,6.4
00068275,5,8.3,8.2,5.1
00068276,6,8.5,5.0,10
00068277,7,5.6,8.3,10
00068278,8,6.3,6.5,9.9
00068279,9,5,7.7,6.8
00682710,10,9.5,5.2,6.3
00068281,1,9.2,7.5,5
00068282,2,7.8,6.8,8.2
00068283,3,9.9,10,6.4
00068284,4,5.8,9.5,7.1
00068285,5,10,5.2,5.6
00068286,6,8.0,9.4,6.7
00068287,7,5.5,6.8,10
00068288,8,5.4,5.2,6.9
00068289,9,10,5.4,10
00682810,10,8.2,6.5,5
00068291,1,10,6.1,10
00068292,2,7.2,9.4,6.7
00068293,3,10,5,5
00068294,4,5,7.4,10
00068295,5,5,7.6,8.8
00068296,6,7.2,6.9,10
00068297,7,10,7.8,8.6
00068298,8,7.3,5.5,9.9
00068299,9,5.1,5,5.4
00682910,10,10,7.2,6.2
00068301,1,10,5.9,8.6
00068302,2,10,9.8,5
00068303,3,10,6.1,7.0
00068304,4,7.7,5,5.1
00068305,5,9.7,8.1,5.0
00068306,6,10,10,5
00068307,7,5,8.1,5.0
00068308,8,9.6,9.3,6.0
00068309,9,10,10,9.6
00683010,10,9.7,10,7.4
00068311,1,6.6,10,9.3
00068312,2,5,9.0,10
00068313,3,6.9,9.9,8.9
00068314,4,10,9.5,6.0
00068315,5,10,9.0,5
00068316,6,9.5,5,9.8
00068317,7,5,8.5,10
00068318,8,7.4,10,5.1
00068319,9,9.9,8.1,5.8
00683110,10,9.7,10,8.2
00068321,1,6.7,5.7,10
00068322,2,10,6.6,9.5
00068323,3,5.5,10,10
00068324,4,9.4,9.6,10
00068325,5,8.3,10,7.6
00068326,6,10,5,8.8
00068327,7,8.9,5,5.4
00068328,8,9.5,10,5.0
00068329,9,5.6,6.1,10
00683210,10,10,7.6,8.4
00068331,1,7.7,5,7.8
00068332,2,5,5.0,10
00068333,3,10,9.4,5
00068334,4,10,5.2,8.1
00068335,5,5,9.1,8.7
00068336,6,5,5,9.0
00068337,7,7.6,9.9,5.5
00068338,8,10,10,10
00068339,9,10,5,5
00683310,10,5,10,5
00068341,1,6.8,8.5,9.4
00068342,2,10,9.6,10
00068343,3,5,8.6,10
00068344,4,5,7.8,10
00068345,5,9.9,8.0,5
00068346,6,10,7.9,7.5
00068347,7,8.0,10,10
00068348,8,10,9.2,5
00068349,9,6.2,9.8,5
00683410,10,5,7.3,5
00068351,1,10,5,5.8
00068352,2,10,5,7.4
00068353,3,10,10,9.1
00068354,4,8.0,7.9,5.1
00068355,5,9.7,5.3,7.6
00068356,6,6.5,8.3,6.7
00068357,7,10,9.7,10
00068358,8,9.4,7.4,7.8
00068359,9,10,9.3,10
00683510,10,5,6.3,5
00068361,1,5,5.8,7.0
00068362,2,5,9.9,10
00068363,3,10,6.8,5.6
00068364,4,7.3,10,6.0
00068365,5,10,5,8.1
00068366,6,10,5.4,7.9
00068367,7,8.9,10,7.7
00068368,8,5,10,6.2
00068369,9,5,5,10
00683610,10,6.3,10,10
00068371,1,5,10,6.2
00068372,2,7.8,7.5,7.7
00068373,3,7.8,5.1,5
00068374,4,8.1,5,10
00068375,5,5,8.3,5.7
00068376,6,8.0,7.0,7.3
00068377,7,6.2,10,6.4
00068378,8,8.4,7.2,7.7
00068379,9,10,10,10
00683710,10,8.5,10,5.3
00068381,1,10,8.9,9.5
00068382,2,5,6.9,7.5
00068383,3,9.3,8.9,8.0
00068384,4,10,10,9.6
00068385,5,9.7,10,10
00068386,6,8.1,10,7.8
00068387,7,10,10,9.6
00068388,8,5,10,7.0
00068389,9,5,10,5.4
00683810,10,8.2,10,10
00068391,1,5,7.0,10
00068392,2,10,6.2,5
00068393,3,5,6.1,5
00068394,4,10,5,7.6
00068395,5,7.4,7.7,6.8
00068396,6,8.5,7.9,6.0
00068397,7,10,10,7.7
00068398,8,10,8.6,10
00068399,9,10,5.5,8.8
00683910,10,8.3,7.1,10
00068401,1,5.3,10,8.6
00068402,2,5,6.5,7.2
00068403,3,6.1,9.5,8.5
00068404,4,5.2,8.6,7.4
00068405,5,10,5.5,9.8
00068406,6,9.4,10,5
00068407,7,5.8,8.9,5.2
00068408,8,10,5,5.1
00068409,9,10,7.8,10
00684010,10,9.1,7.7,10
00068411,1,5,5,10
00068412,2,9.9,6.0,9.3
00068413,3,6.9,10,6.1
00068414,4,7.1,8.4,6.0
00068415,5,7.3,5.6,10
00068416,6,10,8.0,5
00068417,7,7.4,9.0,10
00068418,8,8.0,8.0,10
00068419,9,8.5,7.3,7.4
00684110,10,9.7,6.8,9.4
00068421,1,5,6.0,6.9
00068422,2,9.2,8.9,8.2
00068423,3,10,10,6.4
00068424,4,10,5.8,5.6
00068425,5,10,9.3,9.2
00068426,6,5.5,6.5,6.8
00068427,7,8.9,6.4,9.3
00068428,8,10,7.4,6.9
00068429,9,9.9,10,6.9
00684210,10,9.9,6.9,8.5
00068431,1,8.3,10,6.5
00068432,2,7.5,10,6.7
00068433,3,10,9.9,6.5
00068434,4,9.8,10,9.0
00068435,5,7.4,8.4,5
00068436,6,5.3,6.8,5
00068437,7,8.2,10,8.7
00068438,8,7.9,5.9,8.7
00068439,9,5,10,7.9
00684310,10,10.0,5,9.8
00068441,1,5,7.1,8.9
00068442,2,7.2,8.7,9.3
00068443,3,7.6,7.1,6.0
00068444,4,10,10,8.2
00068445,5,8.6,8.2,7.8
00068446,6,5,8.0,6.1
00068447,7,9.2,10,9.3
00068448,8,10,7.7,6.5
00068449,9,7.3,10,8.3
00684410,10,8.8,6.7,6.3
00068451,1,10,5.4,6.4
00068452,2,8.2,8.0,5
00068453,3,9.9,10,5
00068454,4,8.3,9.0,10
00068455,5,7.6,10,5
00068456,6,10,9.2,10
00068457,7,9.2,5,9.0
00068458,8,7.5,9.7,10
00068459,9,7.1,6.6,10
00684510,10,10,8.7,8.8
00068461,1,7.1,5.4,10
00068462,2,10,5.9,6.3
00068463,3,9.2,10,9.4
00068464,4,5,5,10
00068465,5,6.5,8.3,10
00068466,6,7.6,9.0,5
00068467,7,10,8.0,5.8
00068468,8,9.4,6.1,8.8
00068469,9,5.8,5,5
00684610,10,10,5.5,5
00068471,1,8.2,8.7,7.9
00068472,2,8.3,10,10
00068473,3,5,5.8,10
00068474,4,8.4,9.9,8.1
00068475,5,10,7.2,8.5
00068476,6,6.4,10,9.1
00068477,7,7.2,7.8,10
00068478,8,10,10,5
00068479,9,10,10,7.3
00684710,10,5.1,10,5.8
00068481,1,7.5,7.9,7.5
00068482,2,5,10,7.4
00068483,3,5,9.7,10
00068484,4,6.5,10,8.8
00068485,5,5.2,6.6,6.2
00068486,6,5.5,9.7,7.9
00068487,7,6.2,9.1,10
00068488,8,10,8.1,8.0
00068489,9,10,9.0,7.6
00684810,10,5,5,7.1
00068491,1,7.7,9.0,10
00068492,2,7.6,8.9,5
00068493,3,9.6,5.4,8.6
00068494,4,10,6.9,10
00068495,5,5,5,6.3
00068496,6,5,10,5
00068497,7,10,7.3,7.2
00068498,8,5,9.6,6.3
00068499,9,10,8.6,10
00684910,10,7.9,9.3,6.1
00068501,1,6.5,10,7.9
00068502,2,9.1,8.3,8.9
00068503,3,5,8.4,9.1
00068504,4,5,9.7,10
00068505,5,10,10,8.9
00068506,6,8.0,10,6.2
00068507,7,7.5,10,8.0
00068508,8,10,7.8,10
00068509,9,5.7,8.9,5
00685010,10,5.7,10,8.1
00068511,1,5.6,5.3,6.7
00068512,2,6.7,7.6,8.2
00068513,3,10,10,6.0
00068514,4,5,10,9.6
00068515,5,9.3,5,7.6
00068516,6,6.3,8.6,10
00068517,7,9.9,10,6.5
00068518,8,7.6,5,9.2
00068519,9,5,9.9,10
00685110,10,10,6.3,8.8
00068521,1,10,10,5
00068522,2,6.7,8.8,7.9
00068523,3,9.6,8.2,10
00068524,4,10,8.3,6.4
00068525,5,8.6,10,8.6
00068526,6,5.8,7.6,9.6
00068527,7,7.6,7.0,7.0
00068528,8,5,5,10
00068529,9,7.2,7.4,5
00685210,10,10,6.1,8.9
00068531,1,9.9,9.1,6.8
00068532,2,9.6,10,9.8
00068533,3,5.6,7.8,5
00068534,4,5.1,10,8.6
00068535,5,5.1,5,7.1
00068536,6,10,5.4,7.9
00068537,7,6.6,10,7.4
00068538,8,5,5,5.3
00068539,9,8.8,5.4,10
00685310,10,10,7.0,10
00068541,1,7.6,10,9.2
00068542,2,6.8,10,7.3
00068543,3,10,6.8,5
00068544,4,10,5,10
00068545,5,8.7,10,5.6
00068546,6,10,10,9.9
00068547,7,10,6.9,10
00068548,8,5,8.7,8.0
00068549,9,10,5.8,9.3
00685410,10,8.0,10,7.1
00068551,1,5.6,8.2,8.2
00068552,2,6.0,9.2,5
00068553,3,8.3,5.1,6.2
00068554,4,5.5,6.1,5
00068555,5,5,7.9,7.9
00068556,6,10,7.2,5
00068557,7,5,9.0,5
00068558,8,10,6.4,5
00068559,9,5.0,6.7,7.6
00685510,10,6.4,7.5,10
00068561,1,5,5,8.6
00068562,2,10,10,8.5
00068563,3,5.9,7.2,7.4
00068564,4,10,9.5,5
00068565,5,7.7,6.5,8.1
00068566,6,5.5,5.8,10
00068567,7,8.3,10,10
00068568,8,10,9.9,10
00068569,9,10,8.4,9.2
00685610,10,10,5,8.3
00068571,1,8.9,10,5
00068572,2,7.1,8.9,6.4
00068573,3,7.0,10,5
00068574,4,5.3,5,9.1
00068575,5,10,6.3,10
00068576,6,9.9,10,9.7
00068577,7,8.1,5.6,9.7
00068578,8,8.0,10,8.9
00068579,9,6.0,6.6,8.7
00685710,10,8.6,7.1,7.0
00068581,1,7.3,5,5.2
00068582,2,6.2,5,5.9
00068583,3,7.3,7.7,5.5
00068584,4,6.5,10,5.2
00068585,5,10,8.5,5
00068586,6,6.9,9.7,5.8
00068587,7,7.2,5.7,10
00068588,8,10,5,5
00068589,9,9.0,6.7,6.1
00685810,10,10,9.2,5.2
00068591,1,5,5,9.9
00068592,2,10,6.4,8.6
00068593,3,9.5,10,10
00068594,4,10,5,5
00068595,5,8.0,10,8.4
00068596,6,5.8,5,5
00068597,7,6.4,10,10
00068598,8,6.4,10,10
00068599,9,10,10,7.9
00685910,10,5.7,5,7.4
00068601,1,9.1,5,10
00068602,2,8.4,6.3,10
00068603,3,8.1,10,5
00068604,4,5,8.1,10
00068605,5,5,5.2,7.4
00068606,6,5,10.0,10
00068607,7,8.3,5,6.2
00068608,8,10,8.1,5
00068609,9,5,10,5
00686010,10,10,8.9,6.5
00068611,1,7.8,9.1,8.3
00068612,2,8.8,5,10
00068613,3,8.9,5,5
00068614,4,9.2,5.3,6.9
00068615,5,10,6.9,5
00068616,6,6.1,5,9.0
00068617,7,5,8.3,10
00068618,8,10,5.3,8.0
00068619,9,7.9,10,5
00686110,10,6.9,5.7,5
00068621,1,10,9.8,10
00068622,2,10,9.8,9.6
00068623,3,10,7.3,9.0
00068624,4,10,5,10
00068625,5,5.1,5,7.6
00068626,6,7.0,7.2,9.2
00068627,7,7.7,10,5
00068628,8,7.6,6.4,9.9
00068629,9,5.3,5.2,10
00686210,10,10,10,7.5
00068631,1,10,5,5.9
00068632,2,10,8.4,5
00068633,3,10,10,10.0
00068634,4,9.3,5.1,10
00068635,5,6.6,8.7,5
00068636,6,5,5.7,9.0
00068637,7,9.4,6.9,8.1
00068638,8,5.3,9.9,8.9
00068639,9,8.0,5.9,10
00686310,10,10,10,6.1
00068641,1,6.9,7.1,9.1
00068642,2,5,6.2,5
00068643,3,5.7,9.6,5
00068644,4,10,10,5
00068645,5,5,10,9.5
00068646,6,7.1,8.1,8.2
00068647,7,5,9.0,8.1
00068648,8,5.6,8.7,5
00068649,9,5,9.8,5
00686410,10,5,10,9.7
00068651,1,8.3,8.1,5
00068652,2,5,10.0,6.2
00068653,3,7.1,5,9.5
00068654,4,5,5.6,7.3
00068655,5,10,6.1,9.4
00068656,6,9.8,7.7,8.3
00068657,7,10,6.8,5
00068658,8,10,5,8.8
00068659,9,9.0,7.1,10.0
00686510,10,8.6,5.2,8.1
00068661,1,8.5,9.4,5
00068662,2,5,8.5,5
00068663,3,6.3,5.4,5
00068664,4,5,6.6,8.3
00068665,5,5.2,9.2,10
00068666,6,10,9.7,5
00068667,7,5.4,6.8,7.9
00068668,8,10,5,8.4
00068669,9,6.7,5,5
00686610,10,7.9,7.3,7.3
00068671,1,10,10,8.5
00068672,2,9.2,6.8,5
00068673,3,7.7,9.2,6.2
00068674,4,8.2,10,9.0
00068675,5,6.7,6.8,5
00068676,6,9.6,5,9.9
00068677,7,5.4,5,9.7
00068678,8,8.3,10,10
00068679,9,9.9,5.5,5
00686710,10,10,8.3,8.9
00068681,1,5,10,6.1
00068682,2,8.1,7.9,7.2
00068683,3,9.5,8.1,6.9
00068684,4,10,7.2,9.5
00068685,5,10,5,10
00068686,6,9.5,5,8.7
00068687,7,7.3,10,7.1
00068688,8,5,8.7,10
00068689,9,9.3,10,10
00686810,10,7.8,6.3,8.0
00068691,1,10,10,9.3
00068692,2,10,5.3,10
00068693,3,7.9,9.5,10
00068694,4,5,6.0,10
00068695,5,10,9.6,10
00068696,6,10,8.2,7.2
00068697,7,10,8.2,9.9
00068698,8,10,5.3,7.0
00068699,9,5,7.2,5
00686910,10,10,9.8,10
00068701,1,10,8.8,6.1
00068702,2,5,7.8,10
00068703,3,7.1,5.4,10
00068704,4,10,10,10
00068705,5,9.7,8.4,9.3
00068706,6,5,8.8,5
00068707,7,10,6.6,8.8
00068708,8,5.6,6.1,10
00068709,9,10,8.0,5.5
00687010,10,6.2,9.1,10
00068711,1,6.8,10.0,7.2
00068712,2,7.8,8.2,8.0
00068713,3,10,5.8,9.2
00068714,4,8.5,10,5.5
00068715,5,5,7.2,7.0
00068716,6,10,5.3,7.2
00068717,7,9.2,5,7.9
00068718,8,8.9,10,6.7
00068719,9,8.8,8.3,7.1
00687110,10,5,6.1,7.7
00068721,1,5.8,5,6.5
00068722,2,10,10,10
00068723,3,10,6.9,10
00068724,4,6.3,6.1,10
00068725,5,10,10,5.4
00068726,6,5,10,10
00068727,7,9.4,10,10
00068728,8,5,8.7,5.7
00068729,9,8.2,5,5
00687210,10,6.8,5.2,7.1
00068731,1,9.8,5.3,8.3
00068732,2,9.5,10,8.1
00068733,3,7.3,10,10
00068734,4,6.2,5,10
00068735,5,5,9.8,9.4
00068736,6,10,10,5
00068737,7,6.3,6.6,6.6
00068738,8,7.2,10,5
00068739,9,9.3,6.0,9.0
00687310,10,10,7.1,7.0
00068741,1,5.5,5.4,5.5
00068742,2,6.8,9.0,9.8
00068743,3,6.6,5.6,8.4
00068744,4,5,9.1,5
00068745,5,5,6.7,5
00068746,6,9.0,5,7.1
00068747,7,6.0,10,5
00068748,8,9.9,7.7,6.1
00068749,9,8.6,6.2,10
00687410,10,10,5.1,8.3
00068751,1,9.7,5.9,8.3
00068752,2,6.8,6.7,8.1
00068753,3,8.1,7.2,8.6
00068754,4,5,8.5,10
00068755,5,10,6.6,7.0
00068756,6,5,10,5
00068757,7,10,5,9.6
00068758,8,8.9,7.0,5.4
00068759,9,5,7.4,5.5
00687510,10,10,5.9,9.1
00068761,1,8.4,9.2,9.7
00068762,2,10,5.4,10
00068763,3,5,9.0,8.5
00068764,4,10,10,5
00068765,5,10,5,10
00068766,6,7.8,5,10
00068767,7,7.9,5,8.0
00068768,8,6.0,10,10
00068769,9,10,5,6.7
00687610,10,7.8,9.6,9.2
00068771,1,5,10,9.4
00068772,2,9.7,10,5.9
00068773,3,7.9,5.4,8.6
00068774,4,5,8.2,9.9
00068775,5,5,6.4,5.2
00068776,6,5,8.7,8.4
00068777,7,9.1,8.0,10
00068778,8,7.1,5,9.3
00068779,9,10,6.3,9.5
00687710,10,7.9,8.9,9.8
00068781,1,8.0,5,7.3
00068782,2,5,7.6,8.1
00068783,3,6.6,6.6,10
00068784,4,10.0,10,7.5
00068785,5,9.6,5,5
00068786,6,10,5.9,7.2
00068787,7,10,5,5
00068788,8,8.0,5,5
00068789,9,5,6.1,8.0
00687810,10,10,10,9.6
00068791,1,7.5,10,10
00068792,2,7.5,9.1,7.2
00068793,3,7.8,9.2,7.7
00068794,4,9.5,5,7.7
00068795,5,6.9,9.2,7.0
00068796,6,5,8.7,10
00068797,7,10,9.0,7.8
00068798,8,8.6,10,10
00068799,9,7.6,8.8,6.7
00687910,10,10,5,8.5
00068801,1,5.0,8.4,6.8
00068802,2,5,6.9,10
00068803,3,8.6,10,5
00068804,4,6.4,10,9.1
00068805,5,5.5,6.4,5.1
00068806,6,7.7,10,9.0
00068807,7,7.8,5,5.6
00068808,8,10,6.0,5
00068809,9,8.4,9.6,10
00688010,10,5.7,10,5
00068811,1,9.7,10,7.1
00068812,2,9.6,10,8.7
00068813,3,10,5.9,10
00068814,4,6.8,5,10
00068815,5,5,5.1,5
00068816,6,10,5,8.9
00068817,7,7.9,10,5
00068818,8,7.5,5,10
00068819,9,8.7,8.7,8.0
00688110,10,6.4,5.2,10
00068821,1,5.5,8.6,8.8
00068822,2,6.5,7.6,10
00068823,3,5,9.3,10
00068824,4,5,7.0,7.6
00068825,5,10,5,7.7
00068826,6,9.7,7.6,5
00068827,7,10,10,10
00068828,8,8.4,8.1,8.0
00068829,9,5.4,7.3,8.2
00688210,10,8.9,5.2,5
00068831,1,6.2,8.9,10
00068832,2,9.7,10,9.2
00068833,3,6.6,7.5,5.7
00068834,4,8.9,10,10
00068835,5,10,10,5
00068836,6,10,5.7,10
00068837,7,7.4,5.1,6.0
00068838,8,5,8.3,6.6
00068839,9,10,10,10
00688310,10,10,10,8.4
00068841,1,7.2,10,10
00068842,2,10,5.1,6.4
00068843,3,8.1,6.2,10
00068844,4,5,7.3,6.2
00068845,5,8.8,7.4,10
00068846,6,8.9,8.7,9.5
00068847,7,10,5,8.4
00068848,8,5,9.5,10
00068849,9,5,10,10
00688410,10,10,7.7,9.0
00068851,1,10,5,5
00068852,2,8.7,5,5
00068853,3,5,6.4,8.8
00068854,4,5.6,5,9.8
00068855,5,9.5,6.5,6.2
00068856,6,10,5.8,8.5
00068857,7,5,8.9,9.7
00068858,8,8.8,7.8,10
00068859,9,9.6,10,8.6
00688510,10,10,7.7,7.9
00068861,1,9.2,6.7,7.3
00068862,2,8.5,7.2,8.5
00068863,3,8.0,10,7.1
00068864,4,6.0,10,5
00068865,5,6.7,7.4,8.2
00068866,6,10,10,5
00068867,7,6.2,5,8.8
00068868,8,10,8.2,8.9
00068869,9,10,7.4,5
00688610,10,5.5,10,7.7
00068871,1,7.3,8.5,8.1
00068872,2,10,5,10
00068873,3,5,10,7.5
00068874,4,5,5,6.0
00068875,5,5,10,10
00068876,6,10,9.3,10
00068877,7,9.4,10,10
00068878,8,5.9,10,6.5
00068879,9,6.1,9.6,7.4
00688710,10,6.1,9.7,9.2
00068881,1,10,10,5
00068882,2,5,5,5
00068883,3,9.2,5,9.4
00068884,4,10,7.6,6.9
00068885,5,10,10,10
00068886,6,10,8.0,7.2
00068887,7,10,6.1,5
00068888,8,5,9.3,8.5
00068889,9,7.7,9.3,10
00688810,10,10,8.0,5.1
00068891,1,10,5,8.3
00068892,2,10,7.0,7.3
00068893,3,8.0,6.4,5
00068894,4,5,10,10
00068895,5,8.4,7.0,8.2
00068896,6,5.7,5.7,7.6
00068897,7,8.1,7.4,5.8
00068898,8,5,6.3,6.1
00068899,9,7.2,8.8,9.3
00688910,10,8.3,6.1,6.3
00068901,1,8.2,9.0,8.1
00068902,2,10,5,10
00068903,3,8.7,8.9,6.9
00068904,4,8.0,5,10.0
00068905,5,7.6,9.5,6.1
00068906,6,10,7.9,9.2
00068907,7,7.6,5.5,7.1
00068908,8,7.7,6.8,5.1
00068909,9,8.8,9.7,10
00689010,10,8.0,5,10
00068911,1,10,10,9.6
00068912,2,10,8.2,7.8
00068913,3,8.0,5,10
00068914,4,10,9.9,8.7
00068915,5,10,8.5,10.0
00068916,6,6.0,5,5
00068917,7,10,10,5
00068918,8,7.6,5.4,7.7
00068919,9,7.5,6.4,8.0
00689110,10,10,5,9.5
00068921,1,10,6.8,6.1
00068922,2,5.9,8.3,10
00068923,3,7.4,5,7.1
00068924,4,7.5,5.4,7.0
00068925,5,5.1,8.2,7.2
00068926,6,10,10,7.8
00068927,7,10,10,6.8
00068928,8,10,10,10
00068929,9,7.9,10,8.5
00689210,10,10,10,5.5
00068931,1,6.0,9.8,8.3
00068932,2,6.7,7.9,10
00068933,3,5.9,9.9,9.6
00068934,4,8.1,10,5
00068935,5,8.6,5.4,5
